latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
33.6,71.40001,504.0,0,GMT,GMT

time,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),european_aqi (EAQI)
2026-08-05T09:00,50.6,44.4,291.0,1.6,6.2,159.0,84
2026-08-05T10:00,51.1,44.2,278.0,1.3,5.8,157.0,84
2026-08-05T11:00,52.4,45.1,270.0,1.2,5.6,153.0,84
2026-08-05T12:00,36.9,29.9,286.0,2.2,5.9,146.0,84
2026-08-05T13:00,39.3,32.0,349.0,4.1,6.1,137.0,83
2026-08-05T14:00,41.3,34.6,435.0,6.9,6.5,123.0,82
2026-08-05T15:00,45.2,37.7,490.0,10.2,6.7,108.0,82
2026-08-05T16:00,49.5,40.7,487.0,14.8,6.8,90.0,81
2026-08-05T17:00,53.1,43.5,452.0,20.0,6.9,70.0,81
2026-08-05T18:00,56.6,46.1,412.0,23.3,6.8,56.0,80
2026-08-05T19:00,60.1,48.8,366.0,23.5,6.4,53.0,80
2026-08-05T20:00,63.6,50.8,314.0,21.9,5.9,56.0,79
2026-08-05T21:00,50.8,41.4,282.0,19.9,5.5,60.0,79
2026-08-05T22:00,38.4,32.4,283.0,17.8,5.3,62.0,78
2026-08-05T23:00,43.3,33.6,304.0,15.3,5.3,64.0,77
2026-08-06T00:00,36.1,31.2,331.0,11.5,6.4,76.0,76
2026-08-06T01:00,35.6,32.0,365.0,11.0,7.0,84.0,74
2026-08-06T02:00,35.9,31.1,405.0,10.2,7.8,96.0,73
2026-08-06T03:00,38.6,30.0,428.0,9.1,8.3,107.0,72
2026-08-06T04:00,33.8,24.1,421.0,7.3,8.2,117.0,72
2026-08-06T05:00,31.0,22.5,397.0,5.2,7.7,126.0,71
2026-08-06T06:00,27.4,19.6,376.0,3.5,7.2,134.0,70
2026-08-06T07:00,27.7,18.9,367.0,2.5,6.7,141.0,69
2026-08-06T08:00,31.1,20.0,362.0,2.0,6.2,147.0,69
2026-08-06T09:00,38.5,22.8,354.0,1.7,5.8,150.0,68
2026-08-06T10:00,44.8,25.2,336.0,1.0,5.5,151.0,67
2026-08-06T11:00,49.7,27.3,317.0,0.5,5.3,150.0,66
2026-08-06T12:00,64.7,30.6,314.0,2.0,4.8,125.0,66
2026-08-06T13:00,66.8,32.8,343.0,8.0,5.2,110.0,66
2026-08-06T14:00,68.0,37.4,390.0,16.3,5.7,90.0,66
2026-08-06T15:00,76.8,43.8,429.0,23.3,6.2,73.0,66
2026-08-06T16:00,81.5,47.0,457.0,28.0,6.8,63.0,66
2026-08-06T17:00,86.6,51.6,478.0,31.5,7.5,57.0,66
2026-08-06T18:00,90.8,56.3,475.0,32.8,7.7,52.0,67
2026-08-06T19:00,86.6,55.5,429.0,31.0,7.0,48.0,67
2026-08-06T20:00,68.2,46.1,361.0,27.1,5.8,46.0,67
2026-08-06T21:00,65.0,44.0,312.0,23.5,5.0,45.0,67
2026-08-06T22:00,63.3,42.4,303.0,21.3,5.0,45.0,67
2026-08-06T23:00,66.1,44.1,315.0,19.4,5.4,46.0,68
2026-08-07T00:00,41.4,28.1,330.0,8.0,5.6,91.0,68
2026-08-07T01:00,38.9,28.4,346.0,7.7,5.9,98.0,68
2026-08-07T02:00,35.9,24.9,366.0,7.1,6.3,107.0,68
2026-08-07T03:00,36.0,23.3,379.0,6.3,6.4,118.0,67
2026-08-07T04:00,37.7,23.9,382.0,4.9,6.0,131.0,67
2026-08-07T05:00,39.5,24.6,378.0,3.2,5.4,144.0,67
2026-08-07T06:00,41.9,25.1,372.0,2.0,4.9,154.0,67
2026-08-07T07:00,42.3,24.9,363.0,1.5,4.6,158.0,67
2026-08-07T08:00,47.1,27.5,351.0,1.4,4.3,159.0,68
2026-08-07T09:00,40.2,23.7,337.0,1.5,4.1,158.0,68
2026-08-07T10:00,38.6,22.8,314.0,1.2,3.8,156.0,68
2026-08-07T11:00,37.4,22.0,289.0,0.9,3.6,152.0,68
2026-08-07T12:00,35.3,19.8,282.0,2.0,3.3,136.0,68
2026-08-07T13:00,34.6,19.3,309.0,5.4,3.5,124.0,67
2026-08-07T14:00,34.5,21.3,354.0,10.4,3.9,108.0,67
2026-08-07T15:00,37.7,24.6,394.0,16.2,4.3,90.0,66
2026-08-07T16:00,42.8,29.3,423.0,23.6,4.9,72.0,66
2026-08-07T17:00,49.2,35.6,446.0,31.8,5.6,53.0,65
2026-08-07T18:00,54.1,41.0,457.0,38.1,5.9,37.0,65
2026-08-07T19:00,56.5,44.0,447.0,41.3,5.5,26.0,64
2026-08-07T20:00,57.4,45.4,426.0,42.6,4.8,17.0,64
2026-08-07T21:00,55.9,44.6,415.0,43.1,4.2,11.0,64
2026-08-07T22:00,54.0,43.8,430.0,43.9,3.9,4.0,64
2026-08-07T23:00,51.0,41.8,456.0,43.9,3.7,0.0,64
2026-08-08T00:00,46.7,38.0,465.0,34.5,6.0,24.0,64
2026-08-08T01:00,45.8,37.6,440.0,27.6,6.5,47.0,64
2026-08-08T02:00,41.7,32.4,398.0,18.1,7.3,80.0,64
2026-08-08T03:00,36.3,24.8,370.0,10.3,7.5,109.0,65
2026-08-08T04:00,36.2,24.2,374.0,6.1,6.8,131.0,65
2026-08-08T05:00,38.5,24.6,391.0,3.7,5.7,149.0,65
2026-08-08T06:00,41.8,24.7,395.0,2.1,4.7,161.0,66
2026-08-08T07:00,41.8,23.8,372.0,1.2,4.1,162.0,66
2026-08-08T08:00,40.6,22.9,336.0,1.2,3.7,157.0,65
2026-08-08T09:00,38.5,21.7,307.0,1.3,3.4,151.0,64
2026-08-08T10:00,37.0,20.8,287.0,0.6,3.2,150.0,64
2026-08-08T11:00,36.6,20.3,275.0,0.0,3.0,148.0,64
2026-08-08T12:00,43.2,23.7,282.0,2.0,3.1,139.0,64
2026-08-08T13:00,39.9,24.9,323.0,5.1,3.4,126.0,64
2026-08-08T14:00,37.8,26.1,383.0,9.6,3.8,107.0,65
2026-08-08T15:00,36.3,27.6,434.0,14.8,4.2,88.0,65
2026-08-08T16:00,37.7,30.3,466.0,21.2,4.4,67.0,65
2026-08-08T17:00,40.5,33.9,489.0,28.2,4.6,45.0,65
2026-08-08T18:00,45.2,38.2,502.0,33.2,4.7,29.0,65
2026-08-08T19:00,49.1,41.8,501.0,35.1,4.7,24.0,65
2026-08-08T20:00,50.8,43.4,492.0,35.0,4.6,26.0,65
2026-08-08T21:00,48.4,40.3,487.0,34.1,4.6,28.0,65
2026-08-08T22:00,45.8,37.0,497.0,33.1,4.7,25.0,64
2026-08-08T23:00,46.1,37.0,512.0,31.3,4.9,21.0,64
2026-08-09T00:00,42.3,35.5,517.0,26.0,5.1,30.0,64
2026-08-09T01:00,43.4,36.3,503.0,21.0,6.4,56.0,64
2026-08-09T02:00,40.0,32.8,480.0,14.0,8.2,93.0,64
2026-08-09T03:00,36.0,25.8,458.0,8.3,9.1,124.0,64
2026-08-09T04:00,36.3,24.6,445.0,5.1,8.3,142.0,64
2026-08-09T05:00,34.7,23.5,433.0,3.0,6.6,154.0,64
2026-08-09T06:00,34.0,23.0,417.0,1.7,5.1,161.0,66
2026-08-09T07:00,28.6,21.2,390.0,1.0,4.3,162.0,66
2026-08-09T08:00,26.1,20.0,357.0,1.1,3.8,157.0,65
2026-08-09T09:00,25.0,19.0,330.0,1.2,3.4,153.0,64
2026-08-09T10:00,26.3,18.9,306.0,0.8,3.1,153.0,64
2026-08-09T11:00,26.5,18.8,287.0,0.5,3.1,153.0,64
2026-08-09T12:00,32.5,20.5,289.0,1.7,2.9,140.0,63
2026-08-09T13:00,33.5,21.1,333.0,4.7,3.2,128.0,63
2026-08-09T14:00,32.8,23.1,398.0,9.1,3.7,110.0,63
2026-08-09T15:00,34.9,25.8,441.0,13.5,4.1,93.0,63
2026-08-09T16:00,36.8,28.5,437.0,17.7,4.5,77.0,63
2026-08-09T17:00,39.7,32.0,410.0,22.0,4.8,62.0,63
2026-08-09T18:00,43.3,36.3,390.0,25.8,5.0,48.0,63
2026-08-09T19:00,46.4,39.9,388.0,29.2,4.8,36.0,63
2026-08-09T20:00,49.0,42.8,394.0,32.2,4.4,26.0,63
2026-08-09T21:00,50.5,44.6,399.0,34.2,4.1,19.0,63
2026-08-09T22:00,51.1,45.2,403.0,35.5,3.8,11.0,63
2026-08-09T23:00,51.6,45.6,406.0,35.8,3.6,6.0,63
2026-08-10T00:00,43.4,39.7,410.0,24.8,3.6,20.0,63
2026-08-10T01:00,46.2,42.1,416.0,21.2,4.8,42.0,64
2026-08-10T02:00,44.9,39.8,422.0,16.0,6.4,72.0,64
2026-08-10T03:00,40.0,34.6,418.0,11.4,7.4,101.0,64
2026-08-10T04:00,39.6,32.8,395.0,7.7,7.4,126.0,64
2026-08-10T05:00,45.8,33.6,361.0,4.6,6.8,150.0,65
2026-08-10T06:00,52.7,34.9,334.0,2.3,6.2,165.0,66
2026-08-10T07:00,53.9,34.6,320.0,1.3,5.6,167.0,67
2026-08-10T08:00,53.8,34.1,312.0,1.3,5.0,161.0,66
2026-08-10T09:00,51.7,32.7,306.0,1.4,4.4,155.0,66
2026-08-10T10:00,49.7,31.8,297.0,1.1,4.0,152.0,67
2026-08-10T11:00,46.9,30.7,290.0,0.9,3.6,148.0,67
2026-08-10T12:00,31.3,22.1,301.0,2.0,3.5,138.0,68
2026-08-10T13:00,32.2,23.4,345.0,4.1,3.7,131.0,68
2026-08-10T14:00,32.2,25.4,406.0,7.2,4.0,120.0,68
2026-08-10T15:00,31.9,26.7,456.0,10.4,4.3,108.0,68
2026-08-10T16:00,31.7,27.4,488.0,13.4,4.6,96.0,68
2026-08-10T17:00,33.3,29.2,508.0,16.5,4.9,82.0,68
2026-08-10T18:00,36.0,32.0,510.0,19.8,5.1,69.0,68
2026-08-10T19:00,39.2,35.5,479.0,23.6,5.0,56.0,68
2026-08-10T20:00,42.7,39.0,430.0,27.6,4.8,44.0,67
2026-08-10T21:00,45.3,41.7,399.0,31.3,4.7,33.0,67
2026-08-10T22:00,47.4,43.7,406.0,35.7,4.5,21.0,67
2026-08-10T23:00,49.7,45.8,431.0,39.9,4.5,12.0,67
2026-08-11T00:00,41.4,39.0,446.0,29.9,5.2,23.0,67
2026-08-11T01:00,39.7,37.5,440.0,26.0,6.3,42.0,67
2026-08-11T02:00,37.4,34.5,425.0,20.4,7.7,70.0,67
2026-08-11T03:00,34.6,31.4,411.0,15.1,8.5,98.0,67
2026-08-11T04:00,30.9,27.4,399.0,10.4,8.2,127.0,67
2026-08-11T05:00,31.0,26.5,387.0,5.9,7.2,156.0,66
2026-08-11T06:00,32.2,26.4,379.0,2.7,6.4,176.0,68
2026-08-11T07:00,35.2,26.8,377.0,1.4,5.9,180.0,69
2026-08-11T08:00,38.5,28.1,380.0,1.3,5.5,175.0,68
2026-08-11T09:00,40.6,28.3,381.0,1.5,5.2,168.0,67
2026-08-11T10:00,43.7,29.0,372.0,1.2,5.0,164.0,66
2026-08-11T11:00,46.4,29.5,363.0,1.1,4.9,159.0,65
2026-08-11T12:00,52.4,32.1,376.0,4.3,5.1,143.0,65
2026-08-11T13:00,54.4,33.8,434.0,8.7,5.4,130.0,66
2026-08-11T14:00,54.8,36.7,514.0,14.8,5.9,113.0,66
2026-08-11T15:00,59.4,40.5,575.0,20.0,6.3,96.0,66
2026-08-11T16:00,64.3,44.6,604.0,23.6,6.5,82.0,67
2026-08-11T17:00,68.5,49.5,614.0,26.2,6.6,70.0,67
2026-08-11T18:00,66.6,51.5,604.0,27.1,6.7,61.0,68
2026-08-11T19:00,60.1,49.8,563.0,25.4,6.6,58.0,69
2026-08-11T20:00,54.8,46.3,503.0,22.0,6.4,58.0,69
2026-08-11T21:00,49.9,43.5,457.0,18.8,6.5,61.0,69
2026-08-11T22:00,55.8,47.3,437.0,16.6,7.2,65.0,69
2026-08-11T23:00,58.2,50.2,431.0,14.8,8.3,72.0,70
2026-08-12T00:00,49.1,42.8,437.0,11.1,8.0,89.0,70
2026-08-12T01:00,46.2,41.6,463.0,10.7,8.5,95.0,70
2026-08-12T02:00,45.2,41.0,501.0,10.0,9.1,105.0,70
2026-08-12T03:00,42.6,38.1,523.0,8.9,9.4,116.0,70
2026-08-12T04:00,35.5,31.4,514.0,7.0,9.1,131.0,70
2026-08-12T05:00,26.5,23.3,488.0,4.7,8.4,149.0,71
2026-08-12T06:00,30.6,24.7,467.0,3.0,7.7,163.0,70
2026-08-12T07:00,33.5,26.0,458.0,2.2,7.1,172.0,70
2026-08-12T08:00,41.3,29.8,453.0,2.0,6.6,177.0,70
2026-08-12T09:00,42.6,28.5,446.0,2.0,6.1,179.0,70
2026-08-12T10:00,42.7,27.5,423.0,1.9,5.8,177.0,70
2026-08-12T11:00,44.2,27.7,397.0,2.0,5.5,172.0,70
2026-08-12T12:00,50.9,32.9,402.0,2.8,5.7,169.0,70
2026-08-12T13:00,50.3,33.2,466.0,4.5,5.7,155.0,70
2026-08-12T14:00,48.8,34.7,561.0,7.0,5.7,136.0,70
2026-08-12T15:00,46.8,35.4,632.0,10.0,5.7,117.0,70
2026-08-12T16:00,47.0,36.2,655.0,13.6,5.9,100.0,70
2026-08-12T17:00,49.6,38.5,656.0,17.6,6.1,84.0,70
2026-08-12T18:00,54.0,42.7,653.0,21.6,6.2,69.0,69
2026-08-12T19:00,58.3,47.0,653.0,25.8,6.2,56.0,69
2026-08-12T20:00,60.8,49.8,651.0,30.0,6.0,44.0,69
2026-08-12T21:00,60.5,50.5,649.0,32.8,6.0,35.0,69
2026-08-12T22:00,57.7,49.6,658.0,33.7,6.0,26.0,69
2026-08-12T23:00,55.4,48.7,667.0,33.3,6.1,20.0,69
2026-08-13T00:00,50.4,40.9,652.0,20.9,6.5,51.0,69
2026-08-13T01:00,44.6,37.6,590.0,18.8,7.3,66.0,69
2026-08-13T02:00,44.6,36.2,504.0,15.7,8.5,87.0,69
2026-08-13T03:00,44.9,33.8,438.0,12.4,9.1,108.0,69
2026-08-13T04:00,48.3,33.5,413.0,8.7,8.7,130.0,69
2026-08-13T05:00,54.7,36.8,408.0,4.9,7.8,153.0,69
2026-08-13T06:00,58.3,38.2,401.0,2.1,7.0,168.0,69
2026-08-13T07:00,59.5,38.8,383.0,1.1,6.4,172.0,70
2026-08-13T08:00,58.6,38.2,363.0,1.2,5.7,168.0,70
2026-08-13T09:00,55.8,37.3,345.0,1.5,5.3,164.0,71
2026-08-13T10:00,55.8,37.8,326.0,1.3,5.1,163.0,71
2026-08-13T11:00,57.9,39.8,310.0,1.3,5.0,162.0,71
2026-08-13T12:00,61.5,44.2,308.0,2.3,4.9,155.0,72
2026-08-13T13:00,63.3,47.4,329.0,4.3,5.1,145.0,72
2026-08-13T14:00,63.6,49.9,364.0,7.3,5.4,130.0,72
2026-08-13T15:00,64.7,52.5,403.0,11.1,5.7,115.0,73
2026-08-13T16:00,68.9,55.8,452.0,15.8,6.2,100.0,74
2026-08-13T17:00,74.0,60.1,505.0,21.3,6.7,86.0,74
2026-08-13T18:00,79.4,65.4,535.0,26.7,7.1,71.0,75
2026-08-13T19:00,83.4,69.6,518.0,31.8,7.2,57.0,76
2026-08-13T20:00,84.8,71.7,478.0,36.8,7.0,43.0,76
2026-08-13T21:00,85.0,73.1,458.0,41.0,6.8,31.0,77
2026-08-13T22:00,87.5,75.9,484.0,45.3,6.2,18.0,78
2026-08-13T23:00,87.5,76.6,530.0,48.7,5.6,7.0,79
2026-08-14T00:00,75.7,65.4,559.0,28.0,5.8,31.0,80
2026-08-14T01:00,75.2,65.4,554.0,24.4,6.5,49.0,81
2026-08-14T02:00,68.2,57.9,532.0,19.3,7.4,74.0,81
2026-08-14T03:00,67.1,54.5,510.0,14.5,7.9,99.0,82
2026-08-14T04:00,68.0,53.4,496.0,10.5,7.7,121.0,83
2026-08-14T05:00,67.5,52.4,483.0,6.8,7.0,141.0,84
2026-08-14T06:00,52.7,41.2,464.0,4.1,6.4,158.0,84
2026-08-14T07:00,45.1,34.5,433.0,2.7,6.0,171.0,84
2026-08-14T08:00,46.2,34.5,397.0,2.2,5.6,179.0,84
2026-08-14T09:00,46.1,34.3,367.0,2.2,5.3,182.0,84
2026-08-14T10:00,46.8,34.7,345.0,2.1,5.2,177.0,84
2026-08-14T11:00,51.7,37.7,330.0,2.5,5.3,167.0,84
2026-08-14T12:00,55.8,41.2,333.0,4.2,5.5,153.0,84
2026-08-14T13:00,57.7,43.7,373.0,8.8,5.8,134.0,84
2026-08-14T14:00,60.5,46.7,431.0,14.8,6.3,111.0,83
2026-08-14T15:00,64.0,51.3,462.0,18.2,6.4,97.0,83
2026-08-14T16:00,64.3,52.4,442.0,16.7,5.9,97.0,83
2026-08-14T17:00,51.8,42.8,395.0,12.7,5.2,105.0,83
2026-08-14T18:00,41.4,34.8,354.0,9.6,4.7,111.0,83
2026-08-14T19:00,42.4,35.3,327.0,8.9,4.8,109.0,82
2026-08-14T20:00,41.9,34.8,305.0,9.2,5.2,105.0,80
2026-08-14T21:00,41.8,34.9,299.0,9.3,5.7,102.0,79
2026-08-14T22:00,37.8,32.8,318.0,8.8,6.2,101.0,78
2026-08-14T23:00,29.7,25.8,353.0,8.2,6.7,101.0,76
2026-08-15T00:00,27.2,23.3,380.0,7.6,7.1,104.0,75
2026-08-15T01:00,25.7,21.9,392.0,7.2,7.3,110.0,73
2026-08-15T02:00,25.0,21.0,396.0,6.7,7.3,118.0,72
2026-08-15T03:00,23.3,19.2,393.0,6.1,7.2,126.0,71
2026-08-15T04:00,25.3,19.9,382.0,5.0,6.9,133.0,69
2026-08-15T05:00,30.7,22.9,364.0,3.7,6.4,140.0,68
2026-08-15T06:00,36.2,26.1,347.0,2.7,5.9,145.0,67
2026-08-15T07:00,38.1,27.4,330.0,2.1,5.5,148.0,67
2026-08-15T08:00,37.0,26.7,313.0,1.8,5.0,150.0,67
2026-08-15T09:00,35.6,25.9,302.0,1.6,4.7,150.0,66
2026-08-15T10:00,33.2,24.3,294.0,1.3,4.4,149.0,66
2026-08-15T11:00,31.1,23.0,293.0,1.3,4.2,145.0,66
2026-08-15T12:00,30.3,22.4,311.0,2.2,4.2,139.0,65
2026-08-15T13:00,30.7,22.9,367.0,4.4,4.4,128.0,65
2026-08-15T14:00,32.0,25.1,443.0,7.6,4.7,115.0,64
2026-08-15T15:00,35.7,28.2,498.0,11.7,5.1,100.0,63
2026-08-15T16:00,40.2,32.0,511.0,17.4,5.5,84.0,62
2026-08-15T17:00,45.8,37.0,502.0,23.9,5.9,67.0,62
2026-08-15T18:00,51.0,41.8,491.0,29.4,6.2,53.0,62
2026-08-15T19:00,56.2,46.4,483.0,33.1,6.5,45.0,62
2026-08-15T20:00,59.1,48.9,473.0,35.7,6.7,41.0,62
2026-08-15T21:00,61.0,50.4,465.0,37.0,6.7,37.0,63
2026-08-15T22:00,64.3,54.0,460.0,37.2,6.4,29.0,63
2026-08-15T23:00,62.6,53.7,457.0,36.2,5.9,20.0,64
2026-08-16T00:00,56.6,50.9,452.0,33.1,5.8,23.0,65
2026-08-16T01:00,54.9,49.8,445.0,26.5,6.5,45.0,66
2026-08-16T02:00,48.8,42.6,437.0,17.9,7.4,77.0,67
2026-08-16T03:00,41.9,32.1,422.0,10.8,8.0,106.0,67
2026-08-16T04:00,43.3,30.0,397.0,6.6,7.7,127.0,68
2026-08-16T05:00,45.2,30.5,366.0,4.0,6.9,144.0,68
2026-08-16T06:00,44.5,29.7,339.0,2.2,6.2,155.0,68
2026-08-16T07:00,43.1,28.6,319.0,1.3,5.6,159.0,69
2026-08-16T08:00,41.9,28.1,304.0,1.3,5.1,158.0,69
2026-08-16T09:00,41.2,27.9,290.0,1.4,4.8,155.0,69
2026-08-16T10:00,41.8,28.5,273.0,1.3,4.7,153.0,69
2026-08-16T11:00,41.8,29.0,259.0,1.2,4.7,151.0,69
2026-08-16T12:00,43.1,29.9,262.0,1.8,4.9,145.0,69
2026-08-16T13:00,45.4,31.5,295.0,3.0,5.2,136.0,69
2026-08-16T14:00,47.0,34.1,345.0,4.8,5.6,124.0,70
2026-08-16T15:00,49.6,36.2,386.0,7.3,5.9,110.0,70
2026-08-16T16:00,53.6,38.5,410.0,11.3,6.0,92.0,70
2026-08-16T17:00,57.9,42.1,424.0,16.0,5.9,72.0,70
2026-08-16T18:00,61.5,45.5,427.0,19.8,5.8,55.0,71
2026-08-16T19:00,64.0,47.8,411.0,22.0,5.6,44.0,71
2026-08-16T20:00,63.6,48.2,384.0,23.2,5.3,37.0,71
2026-08-16T21:00,56.5,44.9,365.0,23.4,5.3,34.0,71
2026-08-16T22:00,52.2,42.5,362.0,22.4,5.9,35.0,70
2026-08-16T23:00,49.6,40.7,367.0,20.3,6.8,41.0,70
2026-08-17T00:00,46.2,38.3,374.0,17.9,7.6,50.0,70
2026-08-17T01:00,42.4,35.3,385.0,15.1,8.3,65.0,69
2026-08-17T02:00,40.3,32.4,399.0,12.0,9.0,84.0,69
2026-08-17T03:00,56.1,38.6,404.0,9.1,9.2,102.0,68
2026-08-17T04:00,41.7,29.3,395.0,6.6,8.7,119.0,69
2026-08-17T05:00,43.0,29.7,377.0,4.3,7.8,135.0,69
2026-08-17T06:00,43.7,29.7,352.0,2.6,7.0,147.0,69
2026-08-17T07:00,44.5,30.2,315.0,1.8,6.5,153.0,69
2026-08-17T08:00,45.1,30.5,273.0,1.7,6.0,154.0,69
2026-08-17T09:00,45.2,30.7,244.0,1.7,5.7,154.0,69
2026-08-17T10:00,47.1,31.3,236.0,1.5,5.5,152.0,69
2026-08-17T11:00,50.4,32.7,242.0,1.5,5.5,148.0,69
2026-08-17T12:00,54.8,34.8,265.0,2.1,5.5,142.0,69
2026-08-17T13:00,58.0,36.3,319.0,3.5,5.6,132.0,69
2026-08-17T14:00,57.7,37.8,389.0,5.5,5.7,120.0,69
2026-08-17T15:00,58.7,39.2,439.0,7.6,5.8,108.0,69
2026-08-17T16:00,62.6,41.1,450.0,9.8,5.8,97.0,70
2026-08-17T17:00,65.9,43.1,440.0,12.2,5.8,85.0,70
2026-08-17T18:00,66.8,44.2,423.0,14.0,5.8,76.0,70
2026-08-17T19:00,68.0,45.1,398.0,15.1,5.8,68.0,70
2026-08-17T20:00,68.5,45.6,365.0,15.6,5.7,62.0,70
2026-08-17T21:00,64.7,44.5,343.0,15.5,5.9,60.0,69
2026-08-17T22:00,62.4,43.0,342.0,14.4,6.4,63.0,69
2026-08-17T23:00,60.1,41.2,352.0,12.7,7.2,69.0,69
2026-08-18T00:00,54.5,38.2,376.8,11.4,7.8,76.0,69
2026-08-18T01:00,51.1,36.0,398.0,11.1,8.2,82.0,69
2026-08-18T02:00,46.9,33.3,422.3,11.2,8.5,88.0,70
2026-08-18T03:00,46.4,32.0,440.0,10.6,8.6,96.0,70
2026-08-18T04:00,43.5,29.0,419.0,8.6,8.4,108.0,69
2026-08-18T05:00,40.9,27.4,389.0,5.8,7.9,122.0,69
2026-08-18T06:00,41.3,26.3,363.0,3.7,7.4,133.0,69
2026-08-18T07:00,44.5,27.5,348.0,2.7,6.9,139.0,69
2026-08-18T08:00,49.9,30.4,337.0,2.3,6.4,142.0,69
2026-08-18T09:00,57.2,34.5,329.0,2.2,6.0,144.0,69
2026-08-18T10:00,55.6,33.1,318.0,1.9,5.8,146.0,69
2026-08-18T11:00,58.7,34.5,310.0,1.9,5.6,146.0,69
2026-08-18T12:00,61.0,35.6,312.0,2.9,5.6,141.0,69
2026-08-18T13:00,64.0,36.8,331.0,5.7,5.7,128.0,69
2026-08-18T14:00,63.6,39.7,361.0,9.5,5.9,111.0,69
2026-08-18T15:00,69.2,43.8,393.0,13.1,6.0,94.0,69
2026-08-18T16:00,74.0,46.1,431.0,16.8,6.0,78.0,70
2026-08-18T17:00,76.6,48.8,470.0,20.3,6.0,62.0,70
2026-08-18T18:00,73.6,48.7,486.0,21.6,6.0,54.0,70
2026-08-18T19:00,67.1,44.9,460.0,19.1,6.2,59.0,70
2026-08-18T20:00,59.6,39.2,411.0,14.4,6.5,72.0,70
2026-08-18T21:00,47.6,32.8,371.0,10.7,6.7,82.0,70
2026-08-18T22:00,39.1,28.1,353.0,9.3,6.8,85.0,69
2026-08-18T23:00,33.6,24.9,345.0,8.8,6.9,85.0,69
